,A_i-1,A_i,evalA_i-1,evalA_i,B_i-1,B_i,evalB_i-1,evalB_i,C_i-1,C_i,evalC_i-1,evalC_i
12602,?,?,?,?,?,?,?,?,?,?,0,1
12603,?,?,?,?,?,?,?,?,?,?,1,1
12604,?,?,?,?,?,?,?,?,?,?,1,0
12605,?,?,?,?,?,?,?,?,?,?,0,1
12606,?,?,?,?,?,?,?,?,?,?,1,1
12607,?,?,?,?,?,?,?,?,?,?,1,1
12608,?,?,?,?,?,?,?,?,?,?,1,1
12609,?,?,?,?,?,?,?,?,?,?,1,1
12610,?,?,?,?,?,?,?,?,?,?,1,1
12611,?,?,?,1,?,?,?,?,?,?,1,?
12612,?,?,1,0,?,?,?,?,?,?,?,?
12613,?,?,0,0,?,?,?,?,?,?,?,?
12614,?,?,0,1,?,?,?,?,?,?,?,?
12615,?,?,1,1,?,?,?,?,?,?,?,?
12616,?,?,?,?,?,?,?,?,?,?,1,0
12617,?,?,?,?,?,?,?,?,?,?,0,1
12618,?,?,?,?,?,?,?,?,?,?,1,1
12619,?,?,?,?,?,?,?,?,?,?,1,0
12620,?,?,?,?,?,?,?,?,?,?,0,0
12621,?,?,?,?,?,?,?,?,?,?,0,1
12622,?,?,?,?,?,?,?,?,?,?,1,1
12623,?,?,?,?,?,?,?,?,?,?,1,1
12624,?,?,?,?,?,?,?,?,?,?,1,1
12625,?,?,?,?,?,?,?,1,?,?,1,?
12626,?,?,?,?,?,?,1,0,?,?,?,?
12627,?,?,?,?,?,?,0,0,?,?,?,?
12628,?,?,?,?,?,?,0,0,?,?,?,?
12629,?,?,?,?,?,?,0,0,?,?,?,?
12630,?,?,?,?,?,?,0,?,?,?,?,1
12631,?,?,?,?,?,?,?,?,?,?,1,0
12632,?,?,?,?,?,?,?,?,?,?,0,1
12633,?,?,?,?,?,?,?,?,?,?,1,0
12634,?,?,?,?,?,?,?,?,?,?,0,0
12635,?,?,1,1,?,?,?,?,?,?,?,?
12636,?,?,1,0,?,?,?,?,?,?,?,?
12637,?,?,0,1,?,?,?,?,?,?,?,?
12638,?,?,1,1,?,?,?,?,?,?,?,?
12639,?,?,1,1,?,?,?,?,?,?,?,?
12640,?,?,1,1,?,?,?,?,?,?,?,?
12641,?,?,1,0,?,?,?,?,?,?,?,?
12642,?,?,0,0,?,?,?,?,?,?,?,?
12643,?,?,0,0,?,?,?,?,?,?,?,?
12644,?,?,?,?,?,?,?,?,?,?,1,1
12645,?,?,?,?,?,?,?,?,?,?,1,0
12646,?,?,?,?,?,?,?,?,?,?,0,0
12647,?,?,?,?,?,?,?,?,?,?,0,1
12648,?,?,?,?,?,?,?,?,?,?,0,1
12649,?,?,?,?,?,?,?,?,?,?,1,1
12650,?,?,?,?,?,?,?,?,?,?,1,0
12651,?,?,?,?,?,?,?,?,?,?,0,1
12652,?,?,?,1,?,?,?,?,?,?,1,?
12653,?,?,1,1,?,?,?,?,?,?,?,?
12654,?,?,1,1,?,?,?,?,?,?,?,?
12655,?,?,1,1,?,?,?,?,?,?,?,?
12656,?,?,1,0,?,?,?,?,?,?,?,?
12657,?,?,0,?,?,?,?,1,?,?,?,?
12658,?,?,?,?,?,?,1,1,?,?,?,?
12659,?,?,?,?,?,?,1,0,?,?,?,?
12660,?,?,?,?,?,?,0,1,?,?,?,?
12661,?,?,?,?,?,?,1,1,?,?,?,?
12662,?,?,?,?,?,?,1,?,?,?,?,1
12663,?,?,?,?,?,?,?,?,?,?,1,1
12664,?,?,?,?,?,?,?,?,?,?,1,1
12665,?,?,?,?,?,?,?,?,?,?,1,0
12666,?,?,?,?,?,?,?,?,?,?,0,0
12667,?,?,?,?,?,?,?,0,?,?,0,?
12668,?,?,?,?,?,?,0,0,?,?,?,?
12669,?,?,?,?,?,?,0,1,?,?,?,?
12670,?,?,?,?,?,?,1,0,?,?,?,?
12671,?,?,?,?,?,?,0,1,?,?,?,?
12672,?,?,1,1,?,?,?,?,?,?,?,?
12673,?,?,1,1,?,?,?,?,?,?,?,?
12674,?,?,1,1,?,?,?,?,?,?,?,?
12675,?,?,1,1,?,?,?,?,?,?,?,?
12676,?,?,1,?,?,?,?,0,?,?,?,?
12677,?,?,?,?,?,?,0,0,?,?,?,?
12678,?,?,?,?,?,?,0,0,?,?,?,?
12679,?,?,?,?,?,?,0,1,?,?,?,?
12680,?,?,?,?,?,?,1,1,?,?,?,?
12681,?,?,?,1,?,?,1,?,?,?,?,?
12682,?,?,1,1,?,?,?,?,?,?,?,?
12683,?,?,1,1,?,?,?,?,?,?,?,?
12684,?,?,1,0,?,?,?,?,?,?,?,?
12685,?,?,0,1,?,?,?,?,?,?,?,?
12686,?,?,1,?,?,?,?,0,?,?,?,?
12687,?,?,?,?,?,?,0,1,?,?,?,?
12688,?,?,?,?,?,?,1,1,?,?,?,?
12689,?,?,?,?,?,?,1,1,?,?,?,?
12690,?,?,?,?,?,?,1,1,?,?,?,?
12691,?,?,?,?,?,?,1,1,?,?,?,?
12692,?,?,?,?,?,?,1,1,?,?,?,?
12693,?,?,?,?,?,?,1,0,?,?,?,?
12694,?,?,?,?,?,?,0,1,?,?,?,?
12695,?,?,?,?,?,?,1,0,?,?,?,?
12696,?,?,?,?,?,?,0,0,?,?,?,?
12697,?,?,?,?,?,?,0,0,?,?,?,?
12698,?,?,?,?,?,?,0,1,?,?,?,?
12699,?,?,?,?,?,?,1,0,?,?,?,?
12700,?,?,?,?,?,?,0,?,?,?,?,1
12701,?,?,?,?,?,?,?,?,?,?,1,0
12702,?,?,?,?,?,?,?,?,?,?,0,0
12703,?,?,?,?,?,?,?,?,?,?,0,0
12704,?,?,?,?,?,?,?,?,?,?,0,0
12705,?,?,?,1,?,?,?,?,?,?,0,?
12706,?,?,1,0,?,?,?,?,?,?,?,?
12707,?,?,0,0,?,?,?,?,?,?,?,?
12708,?,?,0,1,?,?,?,?,?,?,?,?
12709,?,?,1,0,?,?,?,?,?,?,?,?
12710,?,?,0,0,?,?,?,?,?,?,?,?
12711,?,?,0,1,?,?,?,?,?,?,?,?
12712,?,?,1,1,?,?,?,?,?,?,?,?
12713,?,?,1,0,?,?,?,?,?,?,?,?
12714,?,?,0,0,?,?,?,?,?,?,?,?
12715,?,?,0,1,?,?,?,?,?,?,?,?
12716,?,?,1,1,?,?,?,?,?,?,?,?
12717,?,?,1,1,?,?,?,?,?,?,?,?
12718,?,?,1,1,?,?,?,?,?,?,?,?
12719,?,?,1,?,?,?,?,1,?,?,?,?
12720,?,?,?,?,?,?,1,1,?,?,?,?
12721,?,?,?,?,?,?,1,0,?,?,?,?
12722,?,?,?,?,?,?,0,0,?,?,?,?
12723,?,?,?,?,?,?,0,1,?,?,?,?
12724,?,?,?,?,?,?,1,1,?,?,?,?
12725,?,?,?,?,?,?,1,1,?,?,?,?
12726,?,?,?,?,?,?,1,1,?,?,?,?
12727,?,?,?,?,?,?,1,1,?,?,?,?
12728,?,?,?,?,?,?,1,1,?,?,?,?
12729,?,?,?,?,?,?,1,1,?,?,?,?
12730,?,?,?,?,?,?,1,1,?,?,?,?
12731,?,?,?,?,?,?,1,1,?,?,?,?
12732,?,?,?,?,?,?,1,1,?,?,?,?
12733,?,?,?,?,?,?,1,1,?,?,?,?
12734,?,?,?,?,?,?,1,?,?,?,?,0
12735,?,?,?,?,?,?,?,?,?,?,0,0
12736,?,?,?,?,?,?,?,?,?,?,0,0
12737,?,?,?,?,?,?,?,?,?,?,0,1
12738,?,?,?,?,?,?,?,?,?,?,1,1
12739,?,?,0,0,?,?,?,?,?,?,?,?
12740,?,?,0,1,?,?,?,?,?,?,?,?
12741,?,?,1,1,?,?,?,?,?,?,?,?
12742,?,?,1,1,?,?,?,?,?,?,?,?
12743,?,?,0,1,?,?,?,?,?,?,?,?
12744,?,?,1,1,?,?,?,?,?,?,?,?
12745,?,?,1,0,?,?,?,?,?,?,?,?
12746,?,?,0,1,?,?,?,?,?,?,?,?
12747,?,?,1,?,?,?,?,?,?,?,?,0
12748,?,?,?,?,?,?,?,?,?,?,0,1
12749,?,?,?,?,?,?,?,?,?,?,1,0
12750,?,?,?,?,?,?,?,?,?,?,0,0
12751,?,?,?,?,?,?,?,?,?,?,0,0
12752,?,?,?,?,?,?,?,0,?,?,0,?
12753,?,?,?,?,?,?,0,1,?,?,?,?
12754,?,?,?,?,?,?,1,0,?,?,?,?
12755,?,?,?,?,?,?,0,1,?,?,?,?
12756,?,?,?,?,?,?,1,0,?,?,?,?
12757,?,?,?,1,?,?,0,?,?,?,?,?
12758,?,?,1,1,?,?,?,?,?,?,?,?
12759,?,?,1,1,?,?,?,?,?,?,?,?
12760,?,?,1,1,?,?,?,?,?,?,?,?
12761,?,?,1,1,?,?,?,?,?,?,?,?
12762,?,?,?,?,?,?,?,?,?,?,0,0
12763,?,?,?,?,?,?,?,?,?,?,0,0
12764,?,?,?,?,?,?,?,?,?,?,0,1
12765,?,?,?,?,?,?,?,?,?,?,1,0
12766,?,?,?,?,?,?,1,1,?,?,?,?
12767,?,?,?,?,?,?,1,0,?,?,?,?
12768,?,?,?,?,?,?,0,0,?,?,?,?
12769,?,?,?,?,?,?,0,0,?,?,?,?
12770,?,?,?,?,?,?,?,?,?,?,1,1
12771,?,?,?,?,?,?,?,?,?,?,1,0
12772,?,?,?,?,?,?,?,?,?,?,0,0
12773,?,?,?,?,?,?,?,?,?,?,0,0
12774,?,?,?,0,?,?,?,?,?,?,0,?
12775,?,?,0,0,?,?,?,?,?,?,?,?
12776,?,?,0,0,?,?,?,?,?,?,?,?
12777,?,?,0,1,?,?,?,?,?,?,?,?
12778,?,?,1,1,?,?,?,?,?,?,?,?
12779,?,?,1,?,?,?,?,1,?,?,?,?
12780,?,?,?,?,?,?,1,1,?,?,?,?
12781,?,?,?,?,?,?,1,0,?,?,?,?
12782,?,?,?,?,?,?,0,1,?,?,?,?
12783,?,?,?,?,?,?,1,1,?,?,?,?
12784,?,?,?,?,?,?,1,1,?,?,?,?
12785,?,?,?,?,?,?,1,1,?,?,?,?
12786,?,?,?,?,?,?,1,0,?,?,?,?
12787,?,?,?,?,?,?,0,0,?,?,?,?
12788,?,?,?,?,?,?,0,1,?,?,?,?
12789,?,?,?,0,?,?,1,?,?,?,?,?
12790,?,?,0,1,?,?,?,?,?,?,?,?
12791,?,?,1,0,?,?,?,?,?,?,?,?
12792,?,?,0,1,?,?,?,?,?,?,?,?
12793,?,?,1,0,?,?,?,?,?,?,?,?
12794,?,?,?,?,?,?,0,0,?,?,?,?
12795,?,?,?,?,?,?,0,1,?,?,?,?
12796,?,?,?,?,?,?,1,0,?,?,?,?
12797,?,?,?,?,?,?,0,0,?,?,?,?
12798,?,?,?,?,?,?,0,1,?,?,?,?
12799,?,?,?,?,?,?,1,1,?,?,?,?
12800,?,?,?,?,?,?,1,1,?,?,?,?
12801,?,?,?,?,?,?,1,0,?,?,?,?
12802,?,?,?,?,?,?,0,0,?,?,?,?
12803,?,?,?,?,?,?,?,?,?,?,0,0
12804,?,?,?,?,?,?,?,?,?,?,0,0
12805,?,?,?,?,?,?,?,?,?,?,0,1
12806,?,?,?,?,?,?,?,?,?,?,1,1
12807,?,?,?,?,?,?,?,1,?,?,1,?
12808,?,?,?,?,?,?,1,1,?,?,?,?
12809,?,?,?,?,?,?,1,0,?,?,?,?
12810,?,?,?,?,?,?,0,1,?,?,?,?
12811,?,?,?,?,?,?,1,0,?,?,?,?
12812,?,?,?,?,?,?,0,?,?,?,?,1
12813,?,?,?,?,?,?,?,?,?,?,1,0
12814,?,?,?,?,?,?,?,?,?,?,0,0
12815,?,?,?,?,?,?,?,?,?,?,0,0
12816,?,?,?,?,?,?,?,?,?,?,0,1
12817,?,?,?,?,?,?,?,?,?,?,1,0
12818,?,?,?,?,?,?,?,?,?,?,0,0
12819,?,?,?,?,?,?,?,?,?,?,0,0
12820,?,?,?,?,?,?,?,?,?,?,0,1
12821,?,?,?,?,?,?,?,?,?,?,1,0
12822,?,?,0,1,?,?,?,?,?,?,?,?
12823,?,?,1,1,?,?,?,?,?,?,?,?
12824,?,?,1,0,?,?,?,?,?,?,?,?
12825,?,?,0,1,?,?,?,?,?,?,?,?
12826,?,?,1,?,?,?,?,0,?,?,?,?
12827,?,?,?,?,?,?,0,1,?,?,?,?
12828,?,?,?,?,?,?,1,0,?,?,?,?
12829,?,?,?,?,?,?,0,0,?,?,?,?
12830,?,?,?,?,?,?,0,0,?,?,?,?
12831,?,?,?,?,?,?,0,1,?,?,?,?
12832,?,?,?,?,?,?,1,1,?,?,?,?
12833,?,?,?,?,?,?,1,1,?,?,?,?
12834,?,?,?,?,?,?,1,0,?,?,?,?
12835,?,?,?,?,?,?,0,1,?,?,?,?
12836,?,?,?,?,?,?,1,1,?,?,?,?
12837,?,?,?,?,?,?,1,0,?,?,?,?
12838,?,?,?,?,?,?,0,1,?,?,?,?
12839,?,?,?,?,?,?,1,1,?,?,?,?
12840,?,?,?,?,?,?,1,1,?,?,?,?
12841,?,?,?,?,?,?,1,1,?,?,?,?
12842,?,?,?,?,?,?,1,1,?,?,?,?
12843,?,?,?,?,?,?,1,1,?,?,?,?
12844,?,?,?,?,?,?,1,0,?,?,?,?
12845,?,?,?,?,?,?,0,0,?,?,?,?
12846,?,?,?,?,?,?,0,0,?,?,?,?
12847,?,?,?,?,?,?,0,0,?,?,?,?
12848,?,?,?,?,?,?,0,0,?,?,?,?
12849,?,?,?,?,?,?,0,1,?,?,?,?
12850,?,?,?,?,?,?,1,0,?,?,?,?
12851,?,?,?,?,?,?,0,0,?,?,?,?
12852,?,?,?,?,?,?,0,0,?,?,?,?
12853,?,?,?,?,?,?,0,0,?,?,?,?
12854,?,?,?,0,?,?,0,?,?,?,?,?
12855,?,?,0,1,?,?,?,?,?,?,?,?
12856,?,?,1,0,?,?,?,?,?,?,?,?
12857,?,?,0,0,?,?,?,?,?,?,?,?
12858,?,?,0,1,?,?,?,?,?,?,?,?
12859,?,?,?,?,?,?,?,?,?,?,0,1
12860,?,?,?,?,?,?,?,?,?,?,1,0
12861,?,?,?,?,?,?,?,?,?,?,0,0
12862,?,?,?,?,?,?,?,?,?,?,0,0
12863,?,?,?,0,?,?,?,?,?,?,0,?
12864,?,?,0,0,?,?,?,?,?,?,?,?
12865,?,?,0,1,?,?,?,?,?,?,?,?
12866,?,?,1,0,?,?,?,?,?,?,?,?
12867,?,?,0,1,?,?,?,?,?,?,?,?
12868,?,?,1,?,?,?,?,0,?,?,?,?
12869,?,?,?,?,?,?,0,1,?,?,?,?
12870,?,?,?,?,?,?,1,1,?,?,?,?
12871,?,?,?,?,?,?,1,0,?,?,?,?
12872,?,?,?,?,?,?,0,1,?,?,?,?
12873,?,?,?,?,?,?,0,0,?,?,?,?
12874,?,?,?,?,?,?,0,0,?,?,?,?
12875,?,?,?,?,?,?,0,0,?,?,?,?
12876,?,?,?,?,?,?,0,0,?,?,?,?
12877,?,?,?,?,?,?,0,?,?,?,?,0
12878,?,?,?,?,?,?,?,?,?,?,0,1
12879,?,?,?,?,?,?,?,?,?,?,1,0
12880,?,?,?,?,?,?,?,?,?,?,0,0
12881,?,?,?,?,?,?,?,?,?,?,0,0
12882,?,?,?,?,?,?,?,?,?,?,0,1
12883,?,?,?,?,?,?,?,?,?,?,1,0
12884,?,?,?,?,?,?,?,?,?,?,0,0
12885,?,?,?,?,?,?,?,?,?,?,0,0
12886,?,?,?,?,?,?,?,?,?,?,0,0
12887,?,?,?,?,?,?,1,1,?,?,?,?
12888,?,?,?,?,?,?,1,1,?,?,?,?
12889,?,?,?,?,?,?,1,1,?,?,?,?
12890,?,?,?,?,?,?,1,1,?,?,?,?
12891,?,?,?,?,?,?,1,0,?,?,?,?
12892,?,?,?,?,?,?,0,0,?,?,?,?
12893,?,?,?,?,?,?,0,1,?,?,?,?
12894,?,?,?,?,?,?,1,0,?,?,?,?
12895,?,?,?,?,?,?,0,?,?,?,?,1
12896,?,?,?,?,?,?,?,?,?,?,1,0
12897,?,?,?,?,?,?,?,?,?,?,0,0
12898,?,?,?,?,?,?,?,?,?,?,0,0
12899,?,?,?,?,?,?,?,?,?,?,0,0
12900,?,?,?,1,?,?,?,?,?,?,0,?
12901,?,?,1,1,?,?,?,?,?,?,?,?
12902,?,?,1,1,?,?,?,?,?,?,?,?
12903,?,?,1,1,?,?,?,?,?,?,?,?
12904,?,?,1,1,?,?,?,?,?,?,?,?
12905,?,?,1,1,?,?,?,?,?,?,?,?
12906,?,?,1,0,?,?,?,?,?,?,?,?
12907,?,?,0,1,?,?,?,?,?,?,?,?
12908,?,?,1,1,?,?,?,?,?,?,?,?
12909,?,?,1,1,?,?,?,?,?,?,?,?
12910,?,?,?,?,?,?,?,?,?,?,1,0
12911,?,?,?,?,?,?,?,?,?,?,0,0
12912,?,?,?,?,?,?,?,?,?,?,0,0
12913,?,?,?,?,?,?,?,?,?,?,0,1
12914,?,?,?,?,?,?,?,?,?,?,1,0
12915,?,?,?,?,?,?,?,?,?,?,0,0
12916,?,?,?,?,?,?,?,?,?,?,0,0
12917,?,?,?,?,?,?,?,?,?,?,0,0
12918,?,?,?,?,?,?,?,?,?,?,0,0
12919,?,?,?,1,?,?,?,?,?,?,0,?
12920,?,?,1,1,?,?,?,?,?,?,?,?
12921,?,?,1,0,?,?,?,?,?,?,?,?
12922,?,?,0,0,?,?,?,?,?,?,?,?
12923,?,?,0,1,?,?,?,?,?,?,?,?
12924,?,?,1,?,?,?,?,1,?,?,?,?
12925,?,?,?,?,?,?,1,1,?,?,?,?
12926,?,?,?,?,?,?,1,1,?,?,?,?
12927,?,?,?,?,?,?,1,1,?,?,?,?
12928,?,?,?,?,?,?,1,1,?,?,?,?
12929,?,?,?,?,?,?,1,1,?,?,?,?
12930,?,?,?,?,?,?,1,1,?,?,?,?
12931,?,?,?,?,?,?,1,1,?,?,?,?
12932,?,?,?,?,?,?,1,1,?,?,?,?
12933,?,?,?,?,?,?,1,1,?,?,?,?
12934,?,?,?,?,?,?,1,?,?,?,?,0
12935,?,?,?,?,?,?,?,?,?,?,0,0
12936,?,?,?,?,?,?,?,?,?,?,0,0
12937,?,?,?,?,?,?,?,?,?,?,0,0
12938,?,?,?,?,?,?,?,?,?,?,0,0
12939,?,?,?,?,?,?,?,?,?,?,0,0
12940,?,?,?,?,?,?,?,?,?,?,0,0
12941,?,?,?,?,?,?,?,?,?,?,0,0
12942,?,?,?,?,?,?,?,?,?,?,0,1
12943,?,?,?,1,?,?,?,?,?,?,1,?
12944,?,?,1,1,?,?,?,?,?,?,?,?
12945,?,?,1,0,?,?,?,?,?,?,?,?
12946,?,?,0,1,?,?,?,?,?,?,?,?
12947,?,?,1,1,?,?,?,?,?,?,?,?
12948,?,?,0,0,?,?,?,?,?,?,?,?
12949,?,?,0,1,?,?,?,?,?,?,?,?
12950,?,?,1,0,?,?,?,?,?,?,?,?
12951,?,?,0,0,?,?,?,?,?,?,?,?
12952,?,?,0,?,?,?,?,1,?,?,?,?
12953,?,?,?,?,?,?,1,1,?,?,?,?
12954,?,?,?,?,?,?,1,1,?,?,?,?
12955,?,?,?,?,?,?,1,1,?,?,?,?
12956,?,?,?,?,?,?,1,1,?,?,?,?
12957,?,?,?,?,?,?,1,0,?,?,?,?
12958,?,?,?,?,?,?,0,1,?,?,?,?
12959,?,?,?,?,?,?,1,0,?,?,?,?
12960,?,?,?,?,?,?,0,0,?,?,?,?
12961,?,?,?,?,?,?,0,1,?,?,?,?
12962,?,?,1,1,?,?,?,?,?,?,?,?
12963,?,?,1,0,?,?,?,?,?,?,?,?
12964,?,?,0,0,?,?,?,?,?,?,?,?
12965,?,?,0,0,?,?,?,?,?,?,?,?
12966,?,?,0,1,?,?,?,?,?,?,?,?
12967,?,?,1,0,?,?,?,?,?,?,?,?
12968,?,?,0,1,?,?,?,?,?,?,?,?
12969,?,?,1,1,?,?,?,?,?,?,?,?
12970,?,?,1,1,?,?,?,?,?,?,?,?
12971,?,?,1,?,?,?,?,1,?,?,?,?
12972,?,?,?,?,?,?,1,1,?,?,?,?
12973,?,?,?,?,?,?,1,0,?,?,?,?
12974,?,?,?,?,?,?,0,1,?,?,?,?
12975,?,?,?,?,?,?,1,1,?,?,?,?
12976,?,?,1,1,?,?,?,?,?,?,?,?
12977,?,?,1,1,?,?,?,?,?,?,?,?
12978,?,?,1,1,?,?,?,?,?,?,?,?
12979,?,?,1,1,?,?,?,?,?,?,?,?
12980,?,?,1,1,?,?,?,?,?,?,?,?
12981,?,?,1,1,?,?,?,?,?,?,?,?
12982,?,?,1,1,?,?,?,?,?,?,?,?
12983,?,?,1,1,?,?,?,?,?,?,?,?
12984,?,?,1,1,?,?,?,?,?,?,?,?
12985,?,?,0,1,?,?,?,?,?,?,?,?
12986,?,?,1,0,?,?,?,?,?,?,?,?
12987,?,?,0,1,?,?,?,?,?,?,?,?
12988,?,?,1,1,?,?,?,?,?,?,?,?
12989,?,?,1,?,?,?,?,0,?,?,?,?
12990,?,?,?,?,?,?,0,1,?,?,?,?
12991,?,?,?,?,?,?,1,0,?,?,?,?
12992,?,?,?,?,?,?,0,0,?,?,?,?
12993,?,?,?,?,?,?,0,1,?,?,?,?
12994,?,?,?,?,?,?,0,1,?,?,?,?
12995,?,?,?,?,?,?,1,1,?,?,?,?
12996,?,?,?,?,?,?,1,1,?,?,?,?
12997,?,?,?,?,?,?,1,0,?,?,?,?
12998,?,?,?,?,?,?,0,?,?,?,?,1
12999,?,?,?,?,?,?,?,?,?,?,1,0
13000,?,?,?,?,?,?,?,?,?,?,0,1
13001,?,?,?,?,?,?,?,?,?,?,1,0
13002,?,?,?,?,?,?,?,?,?,?,0,0
13003,?,?,?,?,?,?,?,?,?,?,0,1
13004,?,?,?,?,?,?,?,?,?,?,1,0
13005,?,?,?,?,?,?,?,?,?,?,0,1
13006,?,?,?,?,?,?,?,?,?,?,1,0
13007,?,?,?,?,?,?,?,?,?,?,0,1
13008,?,?,?,0,?,?,?,?,?,?,1,?
13009,?,?,0,1,?,?,?,?,?,?,?,?
13010,?,?,1,0,?,?,?,?,?,?,?,?
13011,?,?,0,1,?,?,?,?,?,?,?,?
13012,?,?,1,1,?,?,?,?,?,?,?,?
13013,?,?,1,?,?,?,?,?,?,?,?,0
13014,?,?,?,?,?,?,?,?,?,?,0,1
13015,?,?,?,?,?,?,?,?,?,?,1,0
13016,?,?,?,?,?,?,?,?,?,?,0,0
13017,?,?,?,?,?,?,?,?,?,?,0,0
13018,?,?,?,?,?,?,?,0,?,?,0,?
13019,?,?,?,?,?,?,0,1,?,?,?,?
13020,?,?,?,?,?,?,1,1,?,?,?,?
13021,?,?,?,?,?,?,1,0,?,?,?,?
13022,?,?,?,?,?,?,0,0,?,?,?,?
13023,?,?,?,?,?,?,0,1,?,?,?,?
13024,?,?,?,?,?,?,1,0,?,?,?,?
13025,?,?,?,?,?,?,0,1,?,?,?,?
13026,?,?,?,?,?,?,1,0,?,?,?,?
13027,?,?,?,?,?,?,0,0,?,?,?,?
13028,?,?,?,?,?,?,0,0,?,?,?,?
13029,?,?,?,?,?,?,0,0,?,?,?,?
13030,?,?,?,?,?,?,0,1,?,?,?,?
13031,?,?,?,?,?,?,1,1,?,?,?,?
13032,?,?,?,?,?,?,?,?,?,?,0,0
13033,?,?,?,?,?,?,?,?,?,?,0,1
13034,?,?,?,?,?,?,?,?,?,?,1,0
13035,?,?,?,?,?,?,?,?,?,?,0,0
13036,?,?,1,1,?,?,?,?,?,?,?,?
13037,?,?,1,1,?,?,?,?,?,?,?,?
13038,?,?,1,1,?,?,?,?,?,?,?,?
13039,?,?,1,1,?,?,?,?,?,?,?,?
13040,?,?,1,?,?,?,?,?,?,?,?,1
13041,?,?,?,?,?,?,?,?,?,?,1,1
13042,?,?,?,?,?,?,?,?,?,?,1,1
13043,?,?,?,?,?,?,?,?,?,?,1,0
13044,?,?,?,?,?,?,?,?,?,?,0,0
13045,?,?,?,?,?,?,?,1,?,?,0,?
13046,?,?,?,?,?,?,1,0,?,?,?,?
13047,?,?,?,?,?,?,0,0,?,?,?,?
13048,?,?,?,?,?,?,0,0,?,?,?,?
13049,?,?,?,?,?,?,0,0,?,?,?,?
13050,?,?,?,?,?,?,0,?,?,?,?,0
13051,?,?,?,?,?,?,?,?,?,?,0,0
13052,?,?,?,?,?,?,?,?,?,?,0,1
13053,?,?,?,?,?,?,?,?,?,?,1,1
13054,?,?,?,?,?,?,?,?,?,?,1,0
13055,?,?,?,?,?,?,?,1,?,?,0,?
13056,?,?,?,?,?,?,1,0,?,?,?,?
13057,?,?,?,?,?,?,0,1,?,?,?,?
13058,?,?,?,?,?,?,1,0,?,?,?,?
13059,?,?,?,?,?,?,0,0,?,?,?,?
13060,?,?,0,0,?,?,?,?,?,?,?,?
13061,?,?,0,1,?,?,?,?,?,?,?,?
13062,?,?,1,0,?,?,?,?,?,?,?,?
13063,?,?,0,1,?,?,?,?,?,?,?,?
13064,?,?,1,?,?,?,?,?,?,?,?,0
13065,?,?,?,?,?,?,?,?,?,?,0,0
13066,?,?,?,?,?,?,?,?,?,?,0,0
13067,?,?,?,?,?,?,?,?,?,?,0,1
13068,?,?,?,?,?,?,?,?,?,?,1,0
13069,?,?,?,?,?,?,?,1,?,?,0,?
13070,?,?,?,?,?,?,1,1,?,?,?,?
13071,?,?,?,?,?,?,1,0,?,?,?,?
13072,?,?,?,?,?,?,0,1,?,?,?,?
13073,?,?,?,?,?,?,1,0,?,?,?,?
13074,?,?,?,0,?,?,0,?,?,?,?,?
13075,?,?,0,0,?,?,?,?,?,?,?,?
13076,?,?,0,0,?,?,?,?,?,?,?,?
13077,?,?,0,0,?,?,?,?,?,?,?,?
13078,?,?,0,0,?,?,?,?,?,?,?,?
13079,?,?,0,?,?,?,?,1,?,?,?,?
13080,?,?,?,?,?,?,1,1,?,?,?,?
13081,?,?,?,?,?,?,1,0,?,?,?,?
13082,?,?,?,?,?,?,0,1,?,?,?,?
13083,?,?,?,?,?,?,1,0,?,?,?,?
13084,?,?,?,?,?,?,1,0,?,?,?,?
13085,?,?,?,?,?,?,0,0,?,?,?,?
13086,?,?,?,?,?,?,0,1,?,?,?,?
13087,?,?,?,?,?,?,1,0,?,?,?,?
13088,?,?,?,?,?,?,0,1,?,?,?,?
13089,?,?,?,?,?,?,1,1,?,?,?,?
13090,?,?,?,?,?,?,1,0,?,?,?,?
13091,?,?,?,?,?,?,0,0,?,?,?,?
13092,?,?,?,?,?,?,0,1,?,?,?,?
13093,?,?,?,?,?,?,1,?,?,?,?,1
13094,?,?,?,?,?,?,?,?,?,?,1,1
13095,?,?,?,?,?,?,?,?,?,?,1,0
13096,?,?,?,?,?,?,?,?,?,?,0,0
13097,?,?,?,?,?,?,?,?,?,?,0,0
13098,?,?,?,1,?,?,?,?,?,?,0,?
13099,?,?,1,1,?,?,?,?,?,?,?,?
13100,?,?,1,0,?,?,?,?,?,?,?,?
13101,?,?,0,0,?,?,?,?,?,?,?,?
13102,?,?,0,1,?,?,?,?,?,?,?,?
13103,?,?,1,?,?,?,?,0,?,?,?,?
13104,?,?,?,?,?,?,0,1,?,?,?,?
13105,?,?,?,?,?,?,1,1,?,?,?,?
13106,?,?,?,?,?,?,1,1,?,?,?,?
13107,?,?,?,?,?,?,1,0,?,?,?,?
13108,?,?,?,?,?,?,?,?,?,?,0,0
13109,?,?,?,?,?,?,?,?,?,?,0,0
13110,?,?,?,?,?,?,?,?,?,?,0,1
13111,?,?,?,?,?,?,?,?,?,?,1,0
13112,?,?,?,?,?,?,?,?,?,?,0,1
13113,?,?,?,?,?,?,?,?,?,?,1,0
13114,?,?,?,?,?,?,?,?,?,?,0,0
13115,?,?,?,?,?,?,?,?,?,?,0,0
13116,?,?,?,?,?,?,?,?,?,?,0,0
